,zpid,Outcome,Asking Price,My Prediction,Decision,Won?,Cost Paid,True Value,Profit,Auction Bids,Winner
0,1000786,Skip,,522285.7765371635,Skip: below threshold,—,,,,,
1,1011347,Skip,,259619.77526623427,Skip: below threshold,—,,,,,
2,1011529,Auction Lost,504342.00899234443,673921.2438173556,Bid,No,,,,"Legolas: $1,194,132, You: $572,833, Frodo: $497,308",Legolas
3,1009198,Auction Lost,674044.7946465656,775182.1913643697,Bid,No,,,,"Legolas: $1,028,008, Aragorn: $712,242, Pippin: $712,242, You: $658,905, Frodo: $658,838, Gimli: $623,098",Legolas
4,1014294,Skip,,872355.2427949789,Skip: below threshold,—,,,,,
5,1005121,Auction Lost,115320.01353489887,407118.6651827748,Bid,No,,,,"Legolas: $1,622,712, Merry: $1,098,575, Aragorn: $398,061, Pippin: $398,061, You: $346,051, Frodo: $329,917, Gimli: $306,346",Legolas
6,1000601,Auction Lost,276439.3443868174,660300.1905871705,Bid,No,,,,"Legolas: $1,398,086, Aragorn: $747,409, Pippin: $747,409, You: $561,255, Frodo: $550,349, Gimli: $527,262, Merry: $502,526",Legolas
7,1001155,Auction Lost,187560.0544790095,392920.3848909383,Bid,No,,,,"Legolas: $962,008, Aragorn: $365,628, Pippin: $365,628, You: $333,982, Frodo: $258,883, Merry: $248,983, Gimli: $236,247",Legolas
8,1014669,Auction Lost,86248.73835491636,640475.0321164978,Bid,No,,,,"Gimli: $587,125, Legolas: $578,097, Frodo: $564,757, Aragorn: $550,231, Pippin: $550,231, You: $544,404, Merry: $247,868",Gimli
9,1016606,Skip,,443097.75234816415,Skip: below threshold,—,,,,,
10,1009074,Skip,,646870.3137449345,Skip: below threshold,—,,,,,
11,1013485,Skip,,1005132.3245360708,Skip: below threshold,—,,,,,
12,1010463,Skip,,844685.1146329776,Skip: below threshold,—,,,,,
13,1011393,Skip,,636807.0797514563,Skip: below threshold,—,,,,,
14,1004437,Auction Lost,172570.2804034189,268485.1975116935,Bid,No,,,,"Legolas: $1,315,972, Merry: $277,786, Aragorn: $236,257, Pippin: $236,257, You: $228,212, Frodo: $223,944, Gimli: $219,361",Legolas
15,1012823,Auction Lost,614378.396136472,710794.4251359426,Bid,No,,,,"Aragorn: $706,357, Pippin: $706,357, You: $604,175, Frodo: $571,771, Gimli: $568,259",Pippin
16,1017299,Auction Lost,114847.2937810577,164107.09808230528,Bid,No,,,,"Merry: $1,325,980, Legolas: $1,230,617, Aragorn: $163,592, Pippin: $163,592, You: $139,491, Frodo: $134,153, Gimli: $118,248",Merry
17,1012446,Auction Lost,10000,210776.9315914001,Bid,No,,,,"Merry: $652,854, Legolas: $185,678, Aragorn: $185,505, Pippin: $185,505, You: $179,160, Frodo: $166,244, Gimli: $137,950",Merry
18,1008302,Auction Lost,212888.78921412173,282328.05623157945,Bid,No,,,,"Merry: $583,692, You: $239,979, Frodo: $231,026, Aragorn: $220,556, Pippin: $220,556, Gimli: $199,119",Merry
19,1014360,Auction Lost,46770.04160754026,230450.4655699059,Bid,No,,,,"Merry: $1,451,590, Legolas: $283,060, Frodo: $213,502, You: $195,883, Gimli: $169,769, Aragorn: $116,615, Pippin: $116,615",Merry
20,1013349,Skip,,758123.2212474645,Skip: below threshold,—,,,,,
21,1005800,Skip,,206227.56505431444,Skip: below threshold,—,,,,,
22,1000031,Auction Lost,303548.9915835169,411497.91490554885,Bid,No,,,,"Aragorn: $397,680, Pippin: $397,680, Gimli: $362,546, You: $349,773, Frodo: $341,242",Aragorn
23,1007820,Skip,,593304.6865619457,Skip: below threshold,—,,,,,
24,1016060,Skip,,227903.5317207312,Skip: below threshold,—,,,,,
25,1005373,Skip,,1153128.4231202295,Skip: below threshold,—,,,,,
