,zpid,Outcome,Asking Price,My Prediction,Decision,Won?,Cost Paid,True Value,Profit,Auction Bids,Winner
0,1012508,Skip,,407925.1657624711,Skip: below threshold,—,,,,,
1,1000641,Skip,,458904.8741441914,Skip: below threshold,—,,,,,
2,1016052,Auction Lost,180749.74518356883,233535.3872022536,Bid,No,,,,"Legolas: $613,556, Merry: $499,746, Aragorn: $235,547, Pippin: $235,547, Gimli: $233,416, You: $198,505, Frodo: $198,017",Legolas
3,1015347,Skip,,574860.9009853235,Skip: below threshold,—,,,,,
4,1004513,Auction Lost,195687.5452180737,366862.9185416561,Bid,No,,,,"Legolas: $669,097, Merry: $467,551, You: $311,833, Frodo: $303,581, Aragorn: $299,272, Pippin: $299,272, Gimli: $283,935",Legolas
5,1009251,Auction Lost,705964.5145249562,786410.1867967225,Bid,No,,,,"Aragorn: $770,691, Pippin: $770,691, Frodo: $728,679, Gimli: $715,220, You: $668,449",Aragorn
6,1013623,Auction Lost,388062.88788484066,607070.0549124778,Bid,No,,,,"Legolas: $923,081, Merry: $882,348, Frodo: $525,430, You: $516,010, Gimli: $494,815, Aragorn: $489,198, Pippin: $489,198",Legolas
7,1017271,Skip,,900474.7524282247,Skip: below threshold,—,,,,,
8,1008629,Skip,,731020.0306196819,Skip: below threshold,—,,,,,
9,1014053,Skip,,991075.87681626,Skip: below threshold,—,,,,,
10,1002791,Profit,909177.3013055606,1184440.1465557176,Bid,Yes,992378.1533494603,1245815.565281044,253437.41193158366,"You: $1,006,774, Frodo: $972,920, Gimli: $944,875",You
11,1000286,Auction Lost,335935.990151844,451406.5603249151,Bid,No,,,,"Merry: $1,439,833, You: $383,696, Frodo: $375,309, Gimli: $374,489, Aragorn: $359,944, Pippin: $359,944",Merry
12,1013236,Profit,510387.2847054681,970076.5589390028,Bid,Yes,837574.1038756901,974256.4048829046,136682.30100721447,"You: $824,565, Aragorn: $821,151, Pippin: $821,151, Frodo: $778,043, Gimli: $693,045",You
13,1011824,Auction Lost,290870.86336077144,958673.3395296978,Bid,No,,,,"Legolas: $1,434,966, Frodo: $852,094, You: $814,872, Gimli: $807,659, Aragorn: $620,353, Pippin: $620,353",Legolas
14,1004737,Profit,450975.765565841,903760.9221994902,Bid,Yes,694290.1115515181,728821.4192877567,34531.30773623858,"You: $768,197, Aragorn: $680,677, Pippin: $680,677, Gimli: $676,758, Frodo: $644,741",You
15,1007267,Skip,,479006.62100832304,Skip: below threshold,—,,,,,
16,1017307,Auction Lost,122675.70967245856,420242.77365714416,Bid,No,,,,"Merry: $1,544,121, Frodo: $377,280, You: $357,206, Aragorn: $340,664, Pippin: $340,664, Gimli: $326,879",Merry
17,1005942,Skip,,396743.2298869859,Skip: below threshold,—,,,,,
18,1000605,Auction Lost,106112.89902785356,187511.7973363544,Bid,No,,,,"Frodo: $181,188, Aragorn: $164,976, Pippin: $164,976, You: $159,385, Gimli: $154,463, Merry: $110,462",Frodo
19,1001563,Auction Lost,212295.52591278302,561251.0911517561,Bid,No,,,,"Merry: $588,710, Gimli: $575,062, Frodo: $562,034, Aragorn: $531,022, Pippin: $531,022, You: $477,063",Merry
20,1012733,Skip,,538875.3341390428,Skip: below threshold,—,,,,,
21,1000219,Skip,,963052.0265614216,Skip: below threshold,—,,,,,
22,1003575,Auction Lost,566161.0949686157,651457.8837191622,Bid,No,,,,"Frodo: $649,335, Gimli: $593,335, Aragorn: $567,736, Pippin: $567,736, You: $553,739",Frodo
23,1012529,Auction Lost,117676.41071393497,249559.5836708427,Bid,No,,,,"Merry: $1,546,339, You: $212,126, Frodo: $207,766, Aragorn: $181,908, Pippin: $181,908, Gimli: $178,412",Merry
24,1002754,Auction Lost,200147.44775962885,334979.2889566088,Bid,No,,,,"Merry: $1,334,818, Aragorn: $299,961, Pippin: $299,961, Frodo: $285,576, You: $284,732, Gimli: $271,737",Merry
25,1008790,Skip,,226803.68688439648,Skip: below threshold,—,,,,,
26,1005856,Skip,,541524.2500062468,Skip: below threshold,—,,,,,
27,1016282,Profit,279113.4572117759,706623.3241295097,Bid,Yes,550368.2473778503,588807.2153325817,38438.96795473131,"You: $600,630, Frodo: $539,577, Gimli: $453,773, Aragorn: $328,290, Pippin: $328,290",You
28,1004005,Skip,,930363.3536072002,Skip: below threshold,—,,,,,
29,1009440,Skip,,749034.3925582597,Skip: below threshold,—,,,,,
30,1008029,Skip,,689405.3421829978,Skip: below threshold,—,,,,,
31,1007937,Auction Lost,178499.68317876846,508058.4261624958,Bid,No,,,,"Gimli: $443,466, Pippin: $440,226, Aragorn: $440,226, Frodo: $436,961, You: $431,850, Merry: $318,990",Gimli
32,1001693,Auction Lost,183022.74118567313,204007.3981917968,Bid,No,,,,"Merry: $669,186, You: $173,406",Merry
33,1013982,Skip,,505819.72507062345,Skip: below threshold,—,,,,,
34,1003715,Auction Lost,175947.59921392475,298909.9136224254,Bid,No,,,,"Merry: $801,370, Aragorn: $267,784, Pippin: $267,784, You: $254,073, Frodo: $222,072, Gimli: $194,483",Merry
35,1017337,Skip,,1070630.3070214938,Skip: below threshold,—,,,,,
36,1016274,Auction Lost,440708.9041490667,521348.995205146,Bid,No,,,,"Aragorn: $585,854, Pippin: $585,854, Frodo: $533,530, You: $443,147, Gimli: $412,639",Pippin
37,1000325,Skip,,264548.7338674387,Skip: below threshold,—,,,,,
38,1009198,Skip,,775182.1913643697,Skip: below threshold,—,,,,,
39,1010464,Skip,,693192.175579305,Skip: below threshold,—,,,,,
40,1014869,Skip,,885082.6977797501,Skip: below threshold,—,,,,,
