,zpid,True Value,Asking Price,Prediction,Decision,Won?,Cost Paid,Profit,Pred Error (%)
0,1008689,539833.0696634117,531076.9618951128,581177.7143759901,Bid,No,,,7.658783249117539
1,1013637,304745.0110864745,339406.80010348203,261943.9305067554,Skip: below threshold,—,,,-14.04488310641249
2,1002346,362939.9970658712,189975.2748508497,438060.3570465732,Bid,Yes,356745.5464115855,6194.450654285669,20.697735324847137
3,1004823,283608.4047865825,162518.70000451096,270529.9488770784,Bid,Yes,225775.88999352636,57832.51479305615,-4.611448634375179
4,1015889,801450.2123344109,1426450.7062244716,712895.427241693,Skip: below threshold,—,,,-11.049318314456661
5,1001398,284467.19595528697,274076.49730921997,294453.99873869633,Skip: below threshold,—,,,3.5107045470997327
6,1016088,183400.05337603416,133087.72196389924,173947.39010540137,Bid,No,,,-5.154122420701554
7,1006706,334955.234112566,10000,341880.1076102623,Bid,No,,,2.0674026832400867
8,1013112,229658.6756973532,270068.5744513775,223643.58545398712,Skip: below threshold,—,,,-2.619143485479658
9,1014530,659548.3910967822,719836.8708781806,591489.0230702754,Skip: below threshold,—,,,-10.319086354426373
10,1014902,354293.1911966988,254271.55614973424,449108.5530229339,Bid,Yes,335923.0758549522,18370.115341746598,26.761835728758008
11,1015823,843046.5155903902,1247518.117714928,917675.0255525708,Skip: below threshold,—,,,8.85224107828948
12,1000994,234884.8902153587,107377.28669362178,364988.0232872872,Bid,Yes,240762.67371615925,-5877.7835008005495,55.39016705273846
13,1011645,401626.6893948618,361859.6481049104,378969.9083679025,Skip: below threshold,—,,,-5.641253837262828
14,1014533,149711.33945753603,166232.4770469676,821380.9855724872,Bid,Yes,709754.9141088842,-560043.5746513482,448.64313454724174
15,1000100,421744.5856745404,441940.6572924324,518925.5914458162,Bid,Yes,450779.470438281,-29034.884763740643,23.042620835509734
16,1014759,376444.80964119424,415058.3948537714,825951.2459181112,Bid,Yes,663217.3421672873,-286772.532526093,119.40832354824093
17,1001940,334469.3706293706,405701.65455260174,501165.7365019912,Bid,Yes,413815.6876436538,-79346.31701428315,49.83905269380818
18,1004180,1047751.313346763,1000298.7919116669,1116731.033143128,Skip: no budget,—,,,6.583596595648984
19,1003714,580323.7156931738,697877.893014752,520815.74645603047,Skip: below threshold,—,,,-10.254271474337978
20,1008762,154955.09038295317,107631.85278002136,157336.4701379618,Bid,No,,,1.5368193126946124
21,1003112,350998.49774662,435856.725878921,321430.09089013794,Skip: below threshold,—,,,-8.424083591898155
22,1002592,460751.2380952381,379044.80373583623,399041.2566570666,Skip: below threshold,—,,,-13.393340339850798
23,1012326,211248.1670582832,104786.64112527145,210567.06911698385,Bid,Yes,170965.93696475867,40282.23009352453,-0.32241602414066534
24,1007069,330345.4005934718,140361.08114940277,243385.58318216057,Bid,Yes,189775.3280563634,140570.07253710838,-26.323907417837887
25,1011188,332643.1998641247,400258.24765795673,363126.7148673096,Skip: below threshold,—,,,9.1640277076569
26,1014586,186919.88188735192,280741.3464610258,228261.15541924327,Skip: below threshold,—,,,22.117108739029614
27,1009003,966140.9199972578,1059585.2810101258,901378.747305687,Skip: below threshold,—,,,-6.7031808042821055
28,1004717,526926.5175718849,533397.123117649,584258.0305034901,Skip: no budget,—,,,10.880362065624052
29,1009630,550930.7277965677,836992.0883482195,577245.2259936878,Skip: below threshold,—,,,4.776371487276475
30,1009492,171468.49424446071,182690.06411005298,230206.9246944841,Bid,Yes,186343.86539225403,-14875.37114779331,34.25610676109435
31,1003979,714154.1650755551,1252304.3197805234,761114.4002344633,Skip: below threshold,—,,,6.575643951322465
32,1012941,1232719.4451088256,1132072.8626515914,1136823.6631752884,Skip: below threshold,—,,,-7.779205748236692
33,1000954,1641658.8683193352,1474173.9985264835,1214526.2277557908,Skip: below threshold,—,,,-26.018355506514318
34,1007163,482297.84468753386,728793.1653145603,553578.5046367499,Skip: below threshold,—,,,14.779385961261465
35,1007360,258079.52871870395,180537.20448368843,510235.7240539332,Bid,Yes,438979.36529247824,-180899.8365737743,97.70484183194132
36,1005434,466576.1396702231,389088.7403832056,464437.6308366342,Skip: no budget,—,,,-0.45834080480421
37,1003502,512849.1098960897,686706.7027092504,420711.7279841226,Skip: below threshold,—,,,-17.96578762330999
38,1010659,851402.1852237254,805207.995609709,646486.277567706,Skip: below threshold,—,,,-24.068050471607975
39,1012785,387229.5334685599,334311.34751855535,440731.15446608426,Skip: no budget,—,,,13.816513559358528
40,1014399,84666.38432218072,82569.35772233861,523455.6282515103,Bid,Yes,448936.00362192164,-364269.61929974094,518.2567407858193
41,1011903,851096.9568294409,614142.301636577,806934.0471597734,Skip: no budget,—,,,-5.188939910464008
42,1000979,296188.1219496736,339591.9130167634,202378.119478726,Skip: below threshold,—,,,-31.672439074679424
43,1012807,679789.6800641655,597654.2460840691,592880.6463955961,Skip: below threshold,—,,,-12.7846944749685
44,1006881,1063411.2792297113,1357516.1325961177,1180944.0343351983,Skip: below threshold,—,,,11.052426977323645
45,1016714,691661.1205062462,811384.9572100552,548035.5311567739,Skip: below threshold,—,,,-20.7653119557087
46,1014789,161660.4383890611,170191.10136823042,272087.41479679424,Skip: no budget,—,,,68.3079778257024
47,1000599,181018.93795773384,156218.7405997332,211625.7951772339,Skip: no budget,—,,,16.90809677971178
48,1011486,228701.379740692,180504.86771179116,304431.8590155058,Skip: no budget,—,,,33.11325859104092
49,1017300,1269134.5437056632,1120686.9795542092,1048340.7472808206,Skip: below threshold,—,,,-17.39719382155978
50,1014496,1123008.28125,777574.0830215861,1477879.160087793,Skip: no budget,—,,,31.60002332687989
51,1000158,785337.2760480084,744969.4380576776,757361.0140924952,Skip: below threshold,—,,,-3.562324469850192
52,1011571,154852.27841762645,157373.01011653672,183575.5780300746,Skip: no budget,—,,,18.54883887144578
53,1007218,201224.69947600947,218053.84094524352,975755.0689513376,Skip: no budget,—,,,384.9082003810719
54,1013948,252856.97329376853,187733.64539194334,245602.23808163608,Skip: no budget,—,,,-2.8691062451751805
55,1005842,1107849.587795064,526353.7096086543,991148.1434858588,Skip: no budget,—,,,-10.534051336470176
56,1007991,740715.4483307411,721687.6917130157,573134.4638348953,Skip: below threshold,—,,,-22.62420540485586
57,1017328,414036.41679112776,397149.99131869467,363347.2735957525,Skip: below threshold,—,,,-12.242677489151113
58,1011642,259214.0104030236,201514.52865916016,216125.0340175032,Skip: below threshold,—,,,-16.622934971194667
59,1012568,842042.2055820286,439863.8162670575,477205.1244377706,Skip: no budget,—,,,-43.3276477979009
60,1014647,579239.1345249295,277214.8730824196,789618.7733168283,Skip: no budget,—,,,36.319997433261214
61,1014746,301789.56999085087,208041.24943021772,278762.69182897644,Skip: no budget,—,,,-7.6301106637225775
62,1009930,480287.4001175728,607741.0840445934,434717.2332597317,Skip: below threshold,—,,,-9.488103757601312
63,1011010,260042.0128087832,224122.30508734766,281171.3813901784,Skip: no budget,—,,,8.125367263993704
64,1008845,197230.8227517829,35704.493994099525,1297788.790519404,Bid,Yes,899070.4377764207,-701839.6150246379,558.0050584449901
65,1000548,449860.8913861764,28494.627568122658,535307.4011659626,Skip: no budget,—,,,18.99398489975335
66,1013703,591408.9220111263,352840.8484816188,599757.378483692,Skip: no budget,—,,,1.411621665120668
67,1004944,399906.6804723645,84943.37022929585,380807.23189678165,Skip: no budget,—,,,-4.775976373543649
68,1006924,616359.7225544128,274110.62867538934,511990.6914421927,Skip: no budget,—,,,-16.933136169196437
69,1000287,410170.1427003293,12325.305557301934,366868.7782313499,Skip: no budget,—,,,-10.556927470124377
70,1011395,762466.8033152126,807392.2547258328,745515.6738027072,Skip: below threshold,—,,,-2.2231957429230635
71,1009763,547442.9935685052,750168.7664090734,543217.8254543211,Skip: below threshold,—,,,-0.7718005644098777
72,1009234,271438.1640794723,270329.68061091,915233.12524431,Skip: no budget,—,,,237.17923503798306
73,1005412,1329175.2385765098,587326.7877744926,894918.4100894284,Skip: no budget,—,,,-32.671149437913996
74,1002640,542749.4858083093,540852.5112719506,496509.5674252774,Skip: below threshold,—,,,-8.519569265766773
75,1005132,564049.2476060191,635407.9314096114,396905.0648647265,Skip: below threshold,—,,,-29.632905894423
76,1010802,283170.49274805497,357251.5700680878,237297.38903619192,Skip: below threshold,—,,,-16.199817737605056
77,1013443,1316883.555345986,1146120.7512580683,1048002.7801144272,Skip: below threshold,—,,,-20.417961340622522
78,1010811,348743.97361075867,179128.2280961166,497400.0963594976,Skip: no budget,—,,,42.626148119381554
79,1013848,321232.9042271524,267047.5585724297,342286.29245870066,Skip: no budget,—,,,6.553932662097664
80,1012840,605440.9462869962,317770.0312966271,379934.2145090191,Skip: no budget,—,,,-37.2466932012029
81,1008707,313694.40466240485,159498.56319974852,470335.8578505178,Skip: no budget,—,,,49.934410961741285
82,1013313,391673.6377025037,380190.64501570864,350704.1847097983,Skip: below threshold,—,,,-10.460099697550696
83,1017129,175423.2812927965,270535.86645807436,194491.84752600128,Skip: below threshold,—,,,10.870031670071027
84,1007547,951201.7113376115,776629.5136978138,595116.3008436593,Skip: below threshold,—,,,-37.43532063175255
85,1007470,448057.0286012345,367937.2832681381,316376.1598378472,Skip: below threshold,—,,,-29.38930992210407
86,1000078,386082.6904055391,361842.8864218967,456205.43307492096,Skip: no budget,—,,,18.162622777966373
87,1003811,1161787.360820057,1730026.2912712866,471740.27017553593,Skip: below threshold,—,,,-59.39530019998202
88,1016342,546331.4665300426,644801.6618198268,269953.06450991624,Skip: below threshold,—,,,-50.588043880304014
89,1011035,277793.2678603819,176605.44767701972,295266.5067609856,Skip: no budget,—,,,6.290015245936653
90,1001634,1300763.554700032,1746466.151968726,1237037.068187737,Skip: below threshold,—,,,-4.899159903583793
91,1002019,434462.4281706017,332863.7525214492,577388.4615349938,Skip: no budget,—,,,32.897213682254
92,1001493,113759.31551863105,16516.418745009334,166340.41661301532,Skip: no budget,—,,,46.22135853636773
93,1009754,921317.2521596052,761570.1786331554,781061.651276416,Skip: below threshold,—,,,-15.223377241056138
94,1011888,405450.9736045002,422188.057712705,416052.98015091417,Skip: below threshold,—,,,2.6148676995793303
95,1013266,169490.9242067341,179779.5554682308,423554.2423186438,Skip: no budget,—,,,149.8978894008623
96,1013750,862758.4605768372,1000172.641261232,1151906.9765828345,Skip: no budget,—,,,33.514422543323846
97,1003395,334758.9308018986,479147.9708569556,357041.2921495685,Skip: below threshold,—,,,6.656241043157118
98,1012059,548881.7891373802,42239.75134171624,365300.90436560847,Skip: no budget,—,,,-33.446342801842
99,1015600,1468591.4224056653,1928483.8906396052,1155798.5347818695,Skip: below threshold,—,,,-21.298836616614377
100,1008354,515984.1828153565,454432.8216316976,382472.3296044889,Skip: below threshold,—,,,-25.875183321005867
101,1004477,1059422.3992144454,1612657.204347909,1224065.9750430968,Skip: below threshold,—,,,15.540881139641142
102,1001783,237901.78739416745,104964.72121212873,306841.4782290078,Skip: no budget,—,,,28.978214745657905
103,1010644,1093673.8163272687,1418875.2202373154,1073998.3624746937,Skip: below threshold,—,,,-1.7990239465225888
104,1013543,675518.0413384537,416470.09298293793,580879.5407654746,Skip: no budget,—,,,-14.00976654679198
105,1016126,1164543.8075017692,610554.2521600479,1278303.548371998,Skip: no budget,—,,,9.768609831370032
106,1003998,416689.9017905729,300720.33625007054,264584.8967816089,Skip: below threshold,—,,,-36.5031656287681
107,1010575,242187.5442616121,135498.4924292367,167485.82191166838,Skip: no budget,—,,,-30.844576494508154
108,1002860,429714.0785717522,277823.4614065221,448410.7896388791,Skip: no budget,—,,,4.350965444108677
109,1003085,579837.054222954,673539.052743819,553632.8549054904,Skip: below threshold,—,,,-4.519235037950462
110,1007111,651975.2273026749,429021.7369889324,870896.2189960278,Skip: no budget,—,,,33.57811501505415
111,1004232,193905.88445396908,115037.50607423969,366273.8503515805,Skip: no budget,—,,,88.89259156987032
112,1014711,728288.9247998798,266840.1670728173,697471.4612878428,Skip: no budget,—,,,-4.231488693928033
113,1009069,505414.9724946185,375272.01469597843,382937.01842043566,Skip: below threshold,—,,,-24.233147164132923
114,1011917,631826.1835140837,576528.5498408084,561583.6924973611,Skip: below threshold,—,,,-11.117375767184694
115,1012132,655597.7598360511,693137.3362316116,579616.581123853,Skip: below threshold,—,,,-11.589603163256564
116,1002383,314862.54545454547,328345.08719645056,282737.41001931694,Skip: below threshold,—,,,-10.202907871703722
117,1017137,584474.2268041236,392988.1570517997,502978.5151248585,Skip: no budget,—,,,-13.943422642411402
118,1002689,109739.83631645486,115946.9045035358,181531.3057417269,Skip: no budget,—,,,65.41969792833315
119,1003309,210000,320437.01071062055,195260.52894217707,Skip: below threshold,—,,,-7.018795741820442
120,1001376,155817.07783109,169857.20098947454,168348.47683734275,Skip: below threshold,—,,,8.042378396954113
121,1008763,360704.8531555926,252304.6141281092,194623.73516456195,Skip: below threshold,—,,,-46.04349415819763
122,1013868,813346.5130963008,810380.3478103755,667646.9259214632,Skip: below threshold,—,,,-17.91359338594554
123,1005262,221325.99082186064,285082.27406287385,292921.46856232744,Skip: below threshold,—,,,32.34842752747104
124,1015052,175476.65369649808,169688.06357893563,564693.0627849262,Skip: no budget,—,,,221.80523784184493
125,1015855,368985.6399583767,266658.0634106065,421052.9829980093,Skip: no budget,—,,,14.110940210439093
126,1014748,541097.1789836679,468586.45960152283,557667.2235425438,Skip: no budget,—,,,3.0623047397879892
127,1009847,752065.6634746921,427398.93765836064,435958.9672969239,Skip: below threshold,—,,,-42.03179476607039
128,1009532,556692.6298903842,495743.8291338666,636040.29904638,Skip: no budget,—,,,14.253407517110443
129,1003207,384089.427107592,314070.5901299027,758656.138050268,Skip: no budget,—,,,97.5207033849832
130,1003507,226683.5828469932,282353.7660889234,208346.5700208969,Skip: below threshold,—,,,-8.089254896978316
131,1003440,179738.00294740492,170036.3332913662,204260.97591329092,Skip: no budget,—,,,13.64373285768727
132,1011412,724155.3403148223,819560.1907010161,819391.1334821627,Skip: below threshold,—,,,13.151293357297794
133,1003276,1257435.404860244,616640.4531463615,712314.9662552841,Skip: no budget,—,,,-43.35176475053576
134,1013803,192651.8915383058,266738.5431352486,208891.3382523189,Skip: below threshold,—,,,8.429425002964042
135,1010298,446528.97729847295,257724.48169436643,471201.12234404834,Skip: no budget,—,,,5.52531779568783
136,1000570,632956.8594520836,326047.25429490884,623399.2679723249,Skip: no budget,—,,,-1.5099909791691366
137,1008397,757783.304948724,671296.9348823235,787351.7999260571,Skip: no budget,—,,,3.9019723427839166
138,1006167,407474.2225909918,259852.42662108666,459975.7822925628,Skip: no budget,—,,,12.884633380666685
139,1001277,802709.3740816925,1510755.8502181272,626023.7128711051,Skip: below threshold,—,,,-22.011162061327315
140,1017322,616763.7877211239,792927.5612371595,468265.16862527607,Skip: below threshold,—,,,-24.077065166963564
141,1001971,329011.9142613433,206254.34156253983,398693.6387318843,Skip: no budget,—,,,21.179088491972017
142,1011480,401368.3771380893,424371.2178791114,442975.1419076538,Skip: below threshold,—,,,10.366228915749845
143,1006748,260994.64742314903,236005.3656569555,519822.4704596716,Skip: no budget,—,,,99.16978205950966
144,1016459,855189.2608169615,919379.7796410995,858963.3423618984,Skip: below threshold,—,,,0.44131535764743945
145,1005323,351503.503007006,204775.6292678313,510007.10916008544,Skip: no budget,—,,,45.093037422708186
146,1016585,468130.9348274845,383635.44611007493,474529.8563446554,Skip: no budget,—,,,1.3669084952758008
147,1001496,85838.83633404537,121319.87817397334,276563.8251521416,Skip: no budget,—,,,222.18962530652456
148,1011067,1272730.4234809922,2053773.312056837,1123005.2472422416,Skip: below threshold,—,,,-11.764091867093383
149,1009457,798845.6930175645,887043.6374334347,699473.5121656464,Skip: below threshold,—,,,-12.439471317238878
150,1001994,245705.82612473832,313370.9102032369,439831.1433452477,Skip: no budget,—,,,79.0072096711118
151,1001396,125292.3979672028,143892.4624710671,185811.3891048123,Skip: no budget,—,,,48.302205177245675
152,1013178,902990.7569323007,804938.072229841,1064728.0632884284,Skip: no budget,—,,,17.911291462782206
153,1013392,243415.8549262696,102905.26774268523,399753.4824940637,Skip: no budget,—,,,64.22655895407824
154,1006023,270628.24307421764,159257.2145145141,294396.01553515333,Skip: no budget,—,,,8.782443469663132
155,1016883,1235055.0845306392,1136160.9546518722,917153.7488383366,Skip: below threshold,—,,,-25.739850770552103
156,1015462,73490.77622315302,66108.66117751079,373489.8809644082,Skip: no budget,—,,,408.21327540522213
157,1000565,299642.089326268,213601.0431872442,317797.4855168348,Skip: no budget,—,,,6.059027365410638
158,1010470,237621.0235131397,188283.06980395643,468390.8208440075,Skip: no budget,—,,,97.1167424157261
159,1009260,837708.2486793987,563536.6539916618,810440.8391864626,Skip: no budget,—,,,-3.255000716051404
160,1006938,1005461.4731433298,868250.0636889893,1350555.4642777122,Skip: no budget,—,,,34.32195070145554
