,zpid,True Value,Asking Price,Prediction,Decision,Won?,Cost Paid,Profit,Pred Error (%)
0,1014407,368206.4872961917,616761.6048495763,398582.46584438987,Skip: below threshold,—,,,8.249713026854744
1,1000512,275590.4108368238,194523.5211630267,1051194.2250291982,Bid,Yes,828971.3548100743,-553380.9439732505,281.43352732675703
2,1014435,715924.4096845414,704701.4749636748,808714.2774820359,Bid,Yes,718795.5044629483,-2871.0947784068994,12.96084705903248
3,1007227,183138.0242069808,61138.43250602774,193515.8486152636,Bid,Yes,165640.48227865493,17497.541928325867,5.666668324735158
4,1011835,1166934.795586707,1260556.466897862,114205.20561758363,Skip: below threshold,—,,,-90.21323161761032
5,1007429,418057.1675115953,575567.6459695498,346845.18702459487,Skip: below threshold,—,,,-17.03402931969233
6,1010031,876020.5071359291,542631.1524064114,654566.4397026254,Bid,No,,,-25.279552890528556
7,1001946,540934.0926318244,582508.0891568752,684991.0726796776,Bid,Yes,594158.2509400126,-53224.1583081882,26.631151929612724
8,1013279,634878.4839175334,713933.3948003481,750145.4560927248,Skip: below threshold,—,,,18.15575343866336
9,1003067,538290.8252650992,445737.27699778497,400035.5243736216,Skip: below threshold,—,,,-25.684127316007878
10,1000630,1024190.9048448048,1284075.462704479,1140458.93507439,Skip: below threshold,—,,,11.352183433732325
11,1008935,176863.55495611028,167206.1697651821,162552.0533247432,Skip: below threshold,—,,,-8.09183194068363
12,1004623,1069466.3664731209,233803.02099795788,1102132.2909410282,Bid,Yes,894540.8861269107,174925.48034621018,3.054413443185947
13,1010350,1103668.3916690035,1187263.0415838002,821792.9974535163,Skip: below threshold,—,,,-25.53986291020131
14,1001818,386514.4747725393,295288.7580794448,403144.530403637,Bid,No,,,4.3025699466713
15,1016469,295846.2341276744,246852.39791575156,406661.3043508172,Bid,No,,,37.4569818506866
16,1004174,910334.9174868092,757215.244485086,680567.9078373456,Skip: below threshold,—,,,-25.239832641352344
17,1005262,221325.99082186064,248446.76676055553,271770.4961532409,Bid,No,,,22.791948267829827
18,1017447,540000,219232.94850342456,837938.7191165485,Bid,Yes,651091.8078484329,-111091.80784843292,55.17383687343491
19,1014209,244028.0550500857,245121.7564407257,232887.5737120945,Skip: below threshold,—,,,-4.565246129468457
20,1014248,1032497.255762898,1026304.9114538297,895724.5079754813,Skip: below threshold,—,,,-13.246790441719595
21,1010655,1983916.5217391304,1945661.8485143841,1332310.8430575407,Skip: below threshold,—,,,-32.84441011209396
22,1013911,332168.3847612481,338384.2467488885,341371.4529952433,Skip: below threshold,—,,,2.7706033012774833
23,1000316,215248.25986078888,156706.2923510492,342640.4782603373,Bid,Yes,274912.5353257611,-59664.27546497225,59.18385518281957
24,1012353,185152.86457358827,209586.88600076252,218651.1449236929,Skip: below threshold,—,,,18.092229049359837
25,1003667,508082.50736672914,573611.7207121771,497678.8613848105,Skip: below threshold,—,,,-2.0476292395576254
26,1013021,1227632.9835517954,1310255.151041683,867809.6229213241,Skip: below threshold,—,,,-29.310336676473785
27,1002879,217325.0757675583,85456.41405407187,301566.15462660464,Bid,No,,,38.76270539030987
28,1010739,141241.30931235728,127089.92063444784,87825.37782903961,Skip: below threshold,—,,,-37.818915544876134
29,1016594,477977.1970978124,725642.7638346076,560228.7042844874,Skip: below threshold,—,,,17.20824919809788
30,1004012,956837.7279735854,661232.3587867792,960571.3606701794,Skip: no budget,—,,,0.3902054222403181
31,1015908,139442.24765868887,65210.886283652886,191636.5798221568,Bid,No,,,37.430788042963414
32,1004891,781527.1818371172,467155.18142393173,571823.2993893822,Skip: no budget,—,,,-26.832576949504055
33,1002043,218153.10751104564,295045.9523427947,225608.060626808,Skip: below threshold,—,,,3.4173031962814897
34,1000859,873353.73028948,834741.887378989,791319.2935737962,Skip: below threshold,—,,,-9.393036735354967
35,1002794,728480.5653710248,263121.0153917265,484484.02943026833,Skip: no budget,—,,,-33.49389778387372
36,1016090,315090.1825742116,248674.57015096603,508040.6239437725,Skip: no budget,—,,,61.23657671375281
37,1011789,459840.4534480949,158834.81947975856,479928.9985112141,Bid,Yes,407209.9765626893,52630.4768854056,4.368590216995062
38,1008232,1066395.9001867906,1368936.991103261,1081442.7938150167,Skip: below threshold,—,,,1.4110044520604874
39,1003813,486692.7333087421,455145.8404244222,361356.9732018567,Skip: below threshold,—,,,-25.752543962347684
40,1014497,790534.1002465079,357316.48356735037,757579.1007407763,Skip: no budget,—,,,-4.168700565283072
41,1008198,293440.08540165465,145947.82190645803,564007.3800854975,Skip: no budget,—,,,92.20529441759669
42,1009592,377926.0138476756,358750.43010589294,387298.8896784801,Skip: below threshold,—,,,2.480082208519865
43,1011329,413213.5743545417,466637.69550129736,386447.8611698764,Skip: below threshold,—,,,-6.477452544117061
44,1001233,834824.8633326584,854790.6001751081,944427.6529001688,Skip: no budget,—,,,13.128836284292145
