,zpid,True Value,Asking Price,Prediction,Decision,Won?,Cost Paid,Profit,Pred Error (%)
0,1003660,543833.7436189785,516883.33126885036,516108.9121956047,Skip: below threshold,—,,,-5.098034417444762
1,1016020,114675.2294505828,124674.44142621585,160870.25538904034,Bid,Yes,127167.93025474017,-12492.700804157372,40.28335165299533
2,1014329,1528572.1119349438,1918377.4647779048,821634.5879085186,Skip: below threshold,—,,,-46.24822855962928
3,1005641,820501.0281469034,883310.0406946181,802588.9647402791,Skip: below threshold,—,,,-2.183064102561643
4,1005281,617849.3851317044,652601.7987673398,585259.8356363013,Skip: below threshold,—,,,-5.274675394951813
5,1001472,515138.1460440626,368802.75790498,473773.6747304024,Bid,No,,,-8.029782230516874
6,1007527,458815.406781289,287450.9251808119,427678.7750561043,Bid,No,,,-6.786309104922263
7,1009921,348601.9708071758,425181.74392484536,387491.7055868576,Skip: below threshold,—,,,11.155913631134673
8,1003241,1419962.3298911809,1109448.1369981668,1227082.1119032705,Bid,Yes,1131637.09973813,288325.23015305074,-13.58347428855326
9,1009292,458700.9178023312,344115.6956897032,552246.5499585356,Bid,No,,,20.3936003887649
10,1010033,181069.008782936,162506.64896909602,261766.34971788377,Bid,Yes,225941.5008589327,-44872.492075996706,44.5671744034823
11,1016696,942285.9164897382,10000,865369.0747239633,Bid,No,,,-8.162792250181374
12,1012641,602530.8053350506,449578.22359398607,595409.7280216571,Bid,No,,,-1.1818611181935568
13,1003951,785356.1641173156,1108043.8516002393,690516.6278774388,Skip: below threshold,—,,,-12.075990559833404
14,1000470,368268.1184076216,390043.12541225855,338830.4947429915,Skip: below threshold,—,,,-7.993530309361914
15,1012596,875376.8417476965,765228.6591714787,737894.6746509772,Skip: below threshold,—,,,-15.705483688857369
16,1000304,134997.76765782657,158239.16880178923,170442.73440969168,Skip: below threshold,—,,,26.255965092479194
17,1001237,1092662.9330600852,869843.2686369409,1155753.456899273,Skip: no budget,—,,,5.77401519995723
18,1008033,296596.61850599444,381052.4949007142,368183.014388472,Skip: below threshold,—,,,24.135944719488016
19,1003480,433308.37438423646,454993.88407823327,548008.8208107823,Bid,Yes,464093.7617597979,-30785.387375561462,26.470858447991848
20,1000491,460392.1113689096,233295.22167152422,492236.150855073,Bid,Yes,393848.3466077226,66543.76476118702,6.916721355515791
21,1001850,180732.01022768783,99686.15051241562,200059.475145775,Bid,Yes,159103.4243617279,21628.585865959933,10.693991005654317
22,1016671,652534.1246290801,346956.23287523567,381149.9959341714,Bid,No,,,-41.58926230090595
23,1003667,508082.50736672914,484103.8241773258,485445.0790030222,Skip: below threshold,—,,,-4.4554630469431675
24,1016333,355850.5942275042,310509.97911995923,567785.1557946284,Bid,Yes,424510.00017804594,-68659.40595054172,59.55717511929435
25,1012042,364998.958550302,357285.7542788632,406951.2800383856,Bid,Yes,364431.4693644405,567.4891858615447,11.493819504227968
