,zpid,Outcome,Asking Price,My Prediction,Decision,Won?,Cost Paid,True Value,Profit,Auction Bids,Winner
0,1013323,Auction Lost,310734.85281200305,494594.4194182869,Bid,No,,,,"Merry: $439,953, Frodo: $424,660, Gimli: $422,024, You: $420,405, Aragorn: $419,195, Pippin: $415,845, Legolas: $403,335",Merry
1,1002914,Auction Lost,108613.05576031996,171747.73064923877,Bid,No,,,,"Legolas: $160,000, Merry: $158,593, Pippin: $148,623, Frodo: $148,149, You: $145,986, Gimli: $143,110, Aragorn: $140,677",Legolas
2,1000929,Auction Lost,353163.35112490895,707094.7599968677,Bid,No,,,,"Merry: $671,397, Aragorn: $662,031, Legolas: $652,797, Frodo: $618,421, Gimli: $606,383, Pippin: $605,909, You: $601,031",Merry
3,1002789,Skip,,1274800.1839145434,Skip: below threshold,—,,,,,
4,1000510,Skip,,929155.4751118418,Skip: below threshold,—,,,,,
5,1013503,Auction Lost,282912.3923543626,456653.797068025,Bid,No,,,,"Frodo: $391,933, You: $388,156, Merry: $387,280, Aragorn: $385,900, Legolas: $384,733, Pippin: $382,334, Gimli: $344,318",Frodo
6,1013445,Auction Lost,222358.7524764253,468383.1153605436,Bid,No,,,,"Frodo: $413,565, Pippin: $412,713, Merry: $412,249, Legolas: $411,985, Aragorn: $400,562, You: $398,126, Gimli: $353,504",Frodo
7,1009669,Skip,,526044.3413506439,Skip: below threshold,—,,,,,
8,1003944,Skip,,644015.780982818,Skip: below threshold,—,,,,,
9,1013802,Skip,,454308.3361810928,Skip: below threshold,—,,,,,
10,1012467,Skip,,588786.9398461485,Skip: below threshold,—,,,,,
11,1016326,Skip,,588451.8246405721,Skip: below threshold,—,,,,,
12,1003059,Profit,325346.10879795183,413055.1789009686,Bid,Yes,343621.73224755615,356936.5581329612,13314.825885405065,"You: $351,097, Merry: $336,884, Frodo: $321,607, Pippin: $317,665, Legolas: $314,266, Aragorn: $307,791",You
13,1002035,Skip,,445998.7050034914,Skip: below threshold,—,,,,,
14,1012703,Skip,,230484.0626432066,Skip: below threshold,—,,,,,
15,1002847,Skip,,405051.5986510736,Skip: below threshold,—,,,,,
16,1010402,Skip,,450870.0991890477,Skip: below threshold,—,,,,,
17,1000816,Auction Lost,212486.10954040027,469256.3564652024,Bid,No,,,,"Frodo: $446,767, Pippin: $429,094, Aragorn: $428,913, Legolas: $428,253, You: $398,868, Merry: $372,115, Gimli: $366,323",Frodo
18,1004997,Skip,,433017.7739590151,Skip: below threshold,—,,,,,
19,1007842,Auction Lost,138651.7581855366,288747.0234094362,Bid,No,,,,"Legolas: $251,857, Aragorn: $251,383, You: $245,435, Frodo: $239,800, Merry: $237,094, Pippin: $232,735, Gimli: $232,418",Legolas
20,1001938,Auction Lost,453698.70857700525,671135.7222095655,Bid,No,,,,"Legolas: $727,572, Gimli: $656,127, Merry: $601,578, You: $570,465, Aragorn: $555,919, Pippin: $543,449, Frodo: $540,729",Legolas
21,1008693,Skip,,258562.1023547564,Skip: below threshold,—,,,,,
22,1000613,Skip,,872251.7958339974,Skip: below threshold,—,,,,,
23,1014164,Auction Lost,807367.1406301814,1154286.0100340403,Bid,No,,,,"Legolas: $1,047,774, Pippin: $1,043,421, Merry: $1,027,478, Aragorn: $1,020,935, Frodo: $991,251, You: $981,143, Gimli: $933,524",Legolas
24,1005591,Skip,,197497.3790646725,Skip: below threshold,—,,,,,
25,1005173,Loss,108431.60426260853,119119.90377384902,Bid,Yes,110600.2363478607,94545.0897495611,-16055.146598299601,,
26,1013113,Skip,,562773.214044822,Skip: below threshold,—,,,,,
27,1009931,Auction Lost,267879.599521457,456523.9036286001,Bid,No,,,,"Gimli: $449,319, Legolas: $445,033, Frodo: $433,949, Pippin: $428,757, Aragorn: $420,744, Merry: $419,364, You: $388,045",Gimli
28,1005635,Skip,,516921.4428628471,Skip: below threshold,—,,,,,
29,1008992,Skip,,528550.5807283532,Skip: below threshold,—,,,,,
30,1011525,Skip,,874263.4153046581,Skip: below threshold,—,,,,,
31,1005642,Skip,,444329.3911506047,Skip: below threshold,—,,,,,
32,1001489,Skip,,412677.6316466653,Skip: below threshold,—,,,,,
33,1015386,Auction Lost,637546.1791405082,839538.2781826523,Bid,No,,,,"Pippin: $801,943, Frodo: $774,989, Gimli: $759,661, Aragorn: $756,774, Merry: $756,468, Legolas: $751,737, You: $713,608",Pippin
34,1011756,Skip,,925374.7297558868,Skip: below threshold,—,,,,,
35,1016859,Skip,,1114860.2764687706,Skip: below threshold,—,,,,,
36,1010480,Auction Lost,330346.5719400847,424944.35830276425,Bid,No,,,,"Pippin: $377,880, Aragorn: $375,651, Merry: $374,052, Legolas: $373,261, Frodo: $371,930, Gimli: $363,561, You: $361,203",Pippin
37,1006740,Skip,,693468.918732357,Skip: below threshold,—,,,,,
38,1016683,Skip,,202840.635597824,Skip: below threshold,—,,,,,
39,1010567,Skip,,625982.8853628645,Skip: below threshold,—,,,,,
40,1000180,Skip,,833893.6908805799,Skip: below threshold,—,,,,,
41,1011738,Skip,,932030.4919281722,Skip: below threshold,—,,,,,
42,1002957,Skip,,226995.51460337508,Skip: below threshold,—,,,,,
43,1010675,Auction Lost,483868.4602046648,648900.2191334027,Bid,No,,,,"Gimli: $581,971, Merry: $581,294, Aragorn: $557,989, You: $551,565, Frodo: $546,951, Legolas: $546,917",Gimli
44,1009638,Skip,,492949.9523566716,Skip: below threshold,—,,,,,
45,1000195,Skip,,318883.4835847371,Skip: below threshold,—,,,,,
46,1008390,Skip,,311730.22767465026,Skip: below threshold,—,,,,,
47,1015353,Skip,,212326.4625821453,Skip: below threshold,—,,,,,
48,1012806,Skip,,503064.2866457333,Skip: below threshold,—,,,,,
49,1010082,Auction Lost,345145.3698976523,413074.88394492585,Bid,No,,,,"Legolas: $400,496, Merry: $376,360, Frodo: $371,539, Aragorn: $368,659, Pippin: $356,230, You: $351,114, Gimli: $349,904",Legolas
50,1002166,Skip,,405757.3748517257,Skip: below threshold,—,,,,,
51,1015622,Auction Lost,134573.32342448237,290064.7953516601,Bid,No,,,,"Merry: $259,834, Legolas: $253,435, You: $246,555, Frodo: $245,338, Aragorn: $243,442, Pippin: $243,073, Gimli: $215,712",Merry
52,1008569,Auction Lost,1072835.1055443329,1233174.7863527343,Bid,No,,,,"Aragorn: $1,116,380, You: $1,048,199",Aragorn
53,1001355,Skip,,162899.80096978825,Skip: below threshold,—,,,,,
54,1001761,Skip,,354769.1945126816,Skip: below threshold,—,,,,,
55,1011763,Skip,,130621.94719965442,Skip: below threshold,—,,,,,
56,1008356,Skip,,243236.0738747921,Skip: below threshold,—,,,,,
57,1003701,Skip,,245331.02046643724,Skip: below threshold,—,,,,,
58,1013947,Skip,,362837.5615499647,Skip: below threshold,—,,,,,
59,1013656,Skip,,1141356.9404882824,Skip: below threshold,—,,,,,
60,1013877,Skip,,579530.9192350719,Skip: below threshold,—,,,,,
61,1009395,Auction Lost,463077.39541879384,569653.9565551097,Bid,No,,,,"Frodo: $508,141, Merry: $507,811, Legolas: $503,563, Aragorn: $497,661, You: $484,206, Gimli: $458,806",Frodo
62,1002497,Skip,,782345.4654592301,Skip: below threshold,—,,,,,
63,1004615,Skip,,529914.6702479273,Skip: below threshold,—,,,,,
64,1007898,Skip,,296877.8566121757,Skip: below threshold,—,,,,,
65,1012917,Profit,965344.647897865,1161448.58532929,Bid,Yes,994091.4318600001,1010377.739931632,16286.308071631822,"You: $987,231, Gimli: $974,599",You
66,1001675,Auction Lost,400846.4889794638,472111.9174380667,Bid,No,,,,"Pippin: $439,720, Legolas: $420,588, Merry: $407,009, You: $401,295, Frodo: $399,520, Aragorn: $395,858",Pippin
67,1012691,Skip,,142787.19210362772,Skip: below threshold,—,,,,,
68,1014436,Skip,,390006.1239439703,Skip: below threshold,—,,,,,
69,1008203,Skip,,784325.7479368855,Skip: below threshold,—,,,,,
70,1013651,Skip,,324754.6683373745,Skip: below threshold,—,,,,,
71,1009552,Skip,,585954.0458555262,Skip: below threshold,—,,,,,
72,1016249,Auction Lost,583766.7452924533,1156167.5351548805,Bid,No,,,,"Merry: $1,045,809, Aragorn: $1,036,210, Frodo: $998,227, You: $982,742, Gimli: $968,572",Merry
73,1003356,Skip,,442204.3102681938,Skip: below threshold,—,,,,,
74,1006999,Skip,,329519.6452104681,Skip: below threshold,—,,,,,
75,1006894,Skip,,713110.7437562044,Skip: below threshold,—,,,,,
76,1017400,Skip,,700019.4306231355,Skip: below threshold,—,,,,,
77,1005429,Skip,,537236.1918720903,Skip: below threshold,—,,,,,
78,1000520,Auction Lost,235064.0511408744,271906.1846901481,Bid,No,,,,"Pippin: $288,915, Aragorn: $269,386, Frodo: $258,774, Legolas: $243,735, Merry: $235,613, You: $231,120, Gimli: $230,188",Pippin
79,1005510,Skip,,1302552.8826349871,Skip: no budget,—,,,,,
80,1004571,Auction Lost,77866.67457361687,533365.9364397987,Bid,No,,,,"Aragorn: $502,473, Pippin: $494,599, Frodo: $469,758, Merry: $464,299, You: $453,361, Legolas: $437,161, Gimli: $405,963",Aragorn
