,zpid,Outcome,Asking Price,My Prediction,Decision,Won?,Cost Paid,True Value,Profit,Auction Bids,Winner
0,1010480,Auction Lost,119029.43322534025,424944.35830276425,Bid,No,,,,"Pippin: $377,880, Aragorn: $375,651, Merry: $374,052, Legolas: $373,261, Frodo: $371,930, Gimli: $363,561, You: $361,203",Pippin
1,1014636,Auction Lost,339038.98931550764,495487.130409396,Bid,No,,,,"Gimli: $540,246, Frodo: $480,700, Merry: $478,672, Pippin: $467,378, Legolas: $451,382, Aragorn: $443,370, You: $421,164",Gimli
2,1000662,Skip,,899401.6447499742,Skip: below threshold,—,,,,,
3,1014639,Skip,,323155.95401819004,Skip: below threshold,—,,,,,
4,1013230,Auction Lost,481495.3793953149,611089.4788877021,Bid,No,,,,"Legolas: $534,409, Merry: $531,391, Frodo: $527,379, Pippin: $525,849, You: $519,426, Aragorn: $513,050, Gimli: $464,723",Legolas
5,1012698,Skip,,212408.68346258032,Skip: below threshold,—,,,,,
6,1015646,Skip,,417879.68452988105,Skip: below threshold,—,,,,,
7,1015580,Skip,,396878.8885924554,Skip: below threshold,—,,,,,
8,1002558,Skip,,462722.3989506098,Skip: below threshold,—,,,,,
9,1013702,Auction Lost,173321.30620078425,306948.5777122223,Bid,No,,,,"Aragorn: $282,949, Merry: $281,014, Pippin: $275,328, Frodo: $273,904, Legolas: $269,456, Gimli: $269,113, You: $260,906",Aragorn
10,1001504,Auction Lost,464705.9906806804,510495.2239505988,Bid,No,,,,"Frodo: $458,619, Pippin: $456,715, Aragorn: $451,870, Gimli: $450,798, You: $433,921, Merry: $432,094, Legolas: $427,285",Frodo
11,1002058,Auction Lost,279651.0050735217,546490.5704119038,Bid,No,,,,"Legolas: $476,902, You: $464,517, Merry: $452,071, Frodo: $449,318, Pippin: $438,837, Gimli: $424,319, Aragorn: $414,972",Legolas
12,1004995,Skip,,269991.8255808473,Skip: below threshold,—,,,,,
13,1012888,Auction Lost,153882.62633109037,368114.3527415448,Bid,No,,,,"Frodo: $320,596, Aragorn: $320,203, Merry: $317,476, Legolas: $314,186, Pippin: $312,945, You: $312,897, Gimli: $302,138",Frodo
14,1006884,Auction Lost,101677.39777619157,141433.50963732778,Bid,No,,,,"Legolas: $133,813, Merry: $130,636, You: $120,218, Frodo: $120,179, Aragorn: $116,824, Gimli: $114,832, Pippin: $113,572",Legolas
15,1002479,Skip,,1017541.9854363038,Skip: below threshold,—,,,,,
16,1001200,Skip,,904602.576043338,Skip: below threshold,—,,,,,
17,1002294,Auction Lost,39057.56056502335,144972.13578270347,Bid,No,,,,"Pippin: $133,636, Merry: $131,316, Legolas: $131,063, Aragorn: $128,605, Frodo: $123,385, You: $123,226, Gimli: $107,469",Pippin
18,1008995,Auction Lost,119017.1409710999,200128.99119787064,Bid,No,,,,"Legolas: $178,509, Frodo: $178,086, Aragorn: $175,952, Pippin: $171,713, Gimli: $171,388, You: $170,110, Merry: $168,424",Legolas
19,1001675,Auction Lost,303564.2765126471,472111.9174380667,Bid,No,,,,"Pippin: $439,720, Legolas: $420,588, Merry: $407,009, You: $401,295, Frodo: $399,520, Aragorn: $395,858, Gimli: $344,705",Pippin
20,1001999,Auction Lost,402043.25458296255,503193.6863851843,Bid,No,,,,"Merry: $455,441, Aragorn: $429,969, You: $427,715, Pippin: $426,230, Frodo: $402,801, Legolas: $401,464, Gimli: $390,810",Merry
21,1009713,Auction Lost,153563.86350549944,453423.84727209527,Bid,No,,,,"Aragorn: $446,889, Merry: $440,883, Pippin: $425,203, Gimli: $414,623, Frodo: $402,025, You: $385,410, Legolas: $377,956",Aragorn
22,1007873,Skip,,748019.9103230148,Skip: below threshold,—,,,,,
23,1006423,Skip,,416369.8865942668,Skip: below threshold,—,,,,,
24,1014111,Auction Lost,372088.30912381975,492964.5833866905,Bid,No,,,,"Frodo: $641,378, Legolas: $567,712, Gimli: $555,141, Aragorn: $547,304, Merry: $547,193, Pippin: $524,336, You: $419,020",Frodo
25,1013793,Auction Lost,570081.3602055905,634612.893173571,Bid,No,,,,"Merry: $609,663, Gimli: $572,735, Frodo: $571,032, Legolas: $561,609, Aragorn: $552,821, Pippin: $544,697, You: $539,421",Merry
26,1009286,Skip,,1028864.562306782,Skip: below threshold,—,,,,,
27,1014750,Skip,,716601.4760865573,Skip: below threshold,—,,,,,
28,1010474,Skip,,323586.88827693387,Skip: below threshold,—,,,,,
29,1008614,Skip,,385671.7289470776,Skip: below threshold,—,,,,,
30,1008946,Skip,,571894.26407504,Skip: below threshold,—,,,,,
31,1002985,Auction Lost,371417.98212529224,413854.14255805954,Bid,No,,,,"Pippin: $357,725, You: $351,776, Legolas: $349,415, Aragorn: $348,146, Frodo: $345,163, Merry: $344,158",Pippin
32,1006390,Skip,,1011067.4303496196,Skip: below threshold,—,,,,,
33,1011720,Skip,,295184.92624970706,Skip: below threshold,—,,,,,
34,1006119,Skip,,302862.1984585598,Skip: below threshold,—,,,,,
35,1016156,Auction Lost,464967.6832039516,532642.1684580223,Bid,No,,,,"Merry: $518,545, Legolas: $516,733, Pippin: $510,731, Frodo: $491,703, Gimli: $488,615, Aragorn: $487,352, You: $452,746",Merry
36,1002968,Skip,,818035.1102411489,Skip: below threshold,—,,,,,
37,1007702,Auction Lost,346377.5567727574,781315.9862785495,Bid,No,,,,"Pippin: $711,682, Merry: $684,231, You: $664,119, Aragorn: $659,204, Frodo: $647,025, Legolas: $641,966, Gimli: $531,595",Pippin
38,1014556,Skip,,464217.6320645644,Skip: below threshold,—,,,,,
39,1007692,Auction Lost,340509.6258128316,453672.0839777964,Bid,No,,,,"Merry: $440,902, Pippin: $417,580, Gimli: $417,575, Aragorn: $413,216, Legolas: $405,309, Frodo: $392,009, You: $385,621",Merry
40,1016859,Skip,,1114860.2764687706,Skip: below threshold,—,,,,,
41,1010685,Skip,,553580.1042144124,Skip: below threshold,—,,,,,
42,1015056,Auction Lost,132613.82426124573,456381.3818772498,Bid,No,,,,"Aragorn: $454,179, Pippin: $438,239, Frodo: $421,096, Legolas: $404,303, You: $387,924, Merry: $369,999, Gimli: $368,307",Aragorn
43,1014164,Skip,,1154286.0100340403,Skip: below threshold,—,,,,,
44,1006618,Skip,,363841.202336282,Skip: below threshold,—,,,,,
45,1013533,Skip,,325546.58888256084,Skip: below threshold,—,,,,,
46,1002143,Auction Lost,556617.5265948209,649286.3684766124,Bid,No,,,,"Pippin: $683,430, Aragorn: $676,038, Legolas: $673,655, Frodo: $673,155, Merry: $667,750, Gimli: $624,396, You: $551,893",Pippin
47,1014387,Skip,,781321.7407680096,Skip: below threshold,—,,,,,
48,1007072,Auction Lost,250649.48317510914,338802.2994318291,Bid,No,,,,"Legolas: $342,124, Aragorn: $331,603, Pippin: $331,176, Merry: $318,523, Gimli: $316,713, Frodo: $315,692, You: $287,982",Legolas
