,zpid,Outcome,Asking Price,My Prediction,Decision,Won?,Cost Paid,True Value,Profit,Auction Bids,Winner
0,1013399,Skip,,395838.9169140153,Skip: below threshold,—,,,,,
1,1000508,Skip,,676339.1313692768,Skip: below threshold,—,,,,,
2,1015165,Loss,38792.41352299173,251885.3809745189,Bid,Yes,215158.52023164465,195184.41273326016,-19974.10749838449,"You: $214,103, Legolas: $210,940, Gimli: $199,528, Merry: $190,155, Frodo: $189,441, Pippin: $185,947, Aragorn: $157,678",You
3,1015663,Auction Lost,376690.68589281145,513369.1110658883,Bid,No,,,,"Pippin: $479,568, Merry: $479,036, Frodo: $470,444, Legolas: $467,603, Gimli: $457,532, You: $436,364, Aragorn: $404,028",Pippin
4,1016933,Skip,,224784.688703558,Skip: below threshold,—,,,,,
5,1017230,Auction Lost,155766.64376296007,231010.39310102264,Bid,No,,,,"Pippin: $212,400, Legolas: $199,360, Merry: $196,898, You: $196,359, Frodo: $191,313, Gimli: $190,036, Aragorn: $176,228",Pippin
6,1001137,Skip,,403328.3024487273,Skip: below threshold,—,,,,,
7,1008406,Auction Lost,76532.46955427983,350899.4245076762,Bid,No,,,,"Frodo: $387,880, Legolas: $365,777, Pippin: $361,539, Merry: $354,945, Gimli: $347,991, Aragorn: $299,044, You: $298,265",Frodo
8,1001981,Skip,,273679.21411144314,Skip: below threshold,—,,,,,
9,1017284,Skip,,906144.4980364244,Skip: below threshold,—,,,,,
10,1006078,Skip,,375241.41840900027,Skip: below threshold,—,,,,,
11,1003687,Skip,,466050.46330033854,Skip: below threshold,—,,,,,
12,1004371,Auction Lost,413640.76978840976,483195.9970812025,Bid,No,,,,"Legolas: $513,683, Gimli: $480,011, Frodo: $471,526, Merry: $469,176, You: $410,717, Pippin: $407,481, Aragorn: $384,848",Legolas
13,1015194,Auction Lost,43366.102566841844,150561.6151881437,Bid,No,,,,"Pippin: $156,477, Merry: $154,389, Legolas: $143,621, Frodo: $130,047, Gimli: $130,034, You: $127,977, Aragorn: $108,713",Pippin
14,1008741,Skip,,396416.49113767606,Skip: below threshold,—,,,,,
15,1016991,Auction Lost,211006.361481679,1012274.8870851054,Bid,No,,,,"Pippin: $941,959, Merry: $902,365, Frodo: $900,689, Legolas: $897,405, Gimli: $895,447, You: $860,434, Aragorn: $768,720",Pippin
16,1014872,Skip,,616351.1598011346,Skip: below threshold,—,,,,,
17,1003890,Skip,,573808.3423024608,Skip: below threshold,—,,,,,
18,1017134,Auction Lost,597172.2932293362,690919.7057922537,Bid,No,,,,"Frodo: $664,631, Pippin: $626,330, Gimli: $609,150, Legolas: $599,031, Merry: $598,524, You: $587,282",Frodo
19,1006624,Auction Lost,326045.42697792826,362190.4216275599,Bid,No,,,,"Frodo: $328,855, Pippin: $323,012, Merry: $321,196, Legolas: $318,246, Gimli: $309,266, You: $307,862",Frodo
20,1015849,Skip,,476780.11948884017,Skip: below threshold,—,,,,,
