,zpid,Outcome,Asking Price,My Prediction,Decision,Won?,Cost Paid,True Value,Profit,Auction Bids,Winner
0,1012856,Skip,,550263.977513044,Skip: below threshold,—,,,,,
1,1005706,Loss,205624.2091090533,278189.5317297846,Bid,Yes,239974.5617205369,179047.1464019851,-60927.41531855179,"You: $236,461, Frodo: $235,269, Pippin: $224,595, Merry: $218,258, Legolas: $217,615, Aragorn: $206,385, Gimli: $203,689",You
2,1006571,Auction Lost,185111.65717899663,279441.8062312391,Bid,No,,,,"Merry: $255,104, Frodo: $244,441, Legolas: $240,644, Pippin: $240,120, You: $237,526, Gimli: $231,565, Aragorn: $222,644",Merry
3,1004867,Skip,,286037.6935071124,Skip: below threshold,—,,,,,
4,1016914,Skip,,156307.47216343766,Skip: below threshold,—,,,,,
5,1009966,Auction Lost,321910.54061243107,488382.73075151,Bid,No,,,,"Legolas: $422,633, Merry: $417,954, You: $415,125, Frodo: $407,646, Aragorn: $399,819, Gimli: $386,989, Pippin: $383,774",Legolas
6,1004907,Skip,,510962.8173280616,Skip: below threshold,—,,,,,
7,1016384,Skip,,195276.69237228288,Skip: below threshold,—,,,,,
8,1007582,Skip,,582798.9913101322,Skip: below threshold,—,,,,,
9,1010545,Skip,,365563.6781611543,Skip: below threshold,—,,,,,
10,1003918,Loss,54533.94308688484,144392.56678877378,Bid,Yes,124999.23312460755,75621.74455285746,-49377.48857175009,"You: $122,734, Pippin: $122,548, Legolas: $120,366, Merry: $111,751, Frodo: $111,163, Gimli: $105,938, Aragorn: $91,278",You
11,1011786,Auction Lost,492061.6641001303,1001870.2884692594,Bid,No,,,,"Merry: $969,959, Pippin: $958,392, Frodo: $955,452, Legolas: $877,743, You: $851,590, Gimli: $758,948, Aragorn: $712,227",Merry
12,1008271,Auction Lost,475792.58204730676,724247.3405132813,Bid,No,,,,"Merry: $697,879, Pippin: $638,439, You: $615,610, Frodo: $600,027, Aragorn: $537,503, Gimli: $533,548, Legolas: $533,237",Merry
13,1002670,Auction Lost,912318.5431115851,1049756.0068881356,Bid,No,,,,"Legolas: $916,552, Frodo: $914,628, Pippin: $896,218, You: $892,293",Legolas
14,1000687,Auction Lost,42678.35047860672,157694.02658840385,Bid,No,,,,"Pippin: $162,333, Legolas: $146,359, Gimli: $144,474, Merry: $141,264, Frodo: $141,189, You: $134,040, Aragorn: $132,199",Pippin
15,1003293,Skip,,1347115.0413596833,Skip: below threshold,—,,,,,
16,1015485,Skip,,132089.82590127547,Skip: below threshold,—,,,,,
17,1015849,Skip,,476780.11948884017,Skip: below threshold,—,,,,,
18,1001722,Skip,,1518323.656617946,Skip: below threshold,—,,,,,
19,1016581,Skip,,167566.14028800136,Skip: below threshold,—,,,,,
20,1009700,Skip,,427912.7969303175,Skip: below threshold,—,,,,,
21,1004482,Loss,294663.04339168227,479736.97158185183,Bid,Yes,406558.02641705313,169725.57628979144,-236832.4501272617,"You: $407,776, Merry: $398,586, Legolas: $395,077, Pippin: $371,548, Aragorn: $360,926, Frodo: $360,890, Gimli: $341,403",You
22,1004221,Skip,,103637.747293213,Skip: below threshold,—,,,,,
23,1000854,Auction Lost,673204.3984252147,1005567.4555545688,Bid,No,,,,"Legolas: $1,015,536, Merry: $1,001,410, Pippin: $993,316, Frodo: $991,571, Gimli: $910,706, You: $854,732, Aragorn: $785,463",Legolas
24,1006473,Skip,,1518323.656617946,Skip: below threshold,—,,,,,
25,1004171,Skip,,495133.4423795429,Skip: below threshold,—,,,,,
26,1002540,Skip,,382172.34666619054,Skip: below threshold,—,,,,,
27,1009323,Auction Lost,714947.433664043,925968.1980846284,Bid,No,,,,"Frodo: $891,223, Pippin: $819,960, Gimli: $793,890, You: $787,073, Aragorn: $761,207",Frodo
28,1005690,Skip,,719652.7659256464,Skip: below threshold,—,,,,,
29,1001650,Skip,,211293.19307943177,Skip: below threshold,—,,,,,
30,1005093,Skip,,368931.2654652784,Skip: below threshold,—,,,,,
31,1010219,Auction Lost,138482.467353026,431810.75692007225,Bid,No,,,,"Merry: $374,412, Pippin: $371,246, Frodo: $371,085, You: $367,039, Legolas: $349,884, Gimli: $337,912, Aragorn: $312,549",Merry
32,1012929,Skip,,528356.2839669997,Skip: below threshold,—,,,,,
